Actual_Charging_Demand,Predicted_Charging_Demand,Residual
95.78939403,100.1857276053456,-4.396333575345608
16.72103195,18.806996702621035,-2.0859647526210345
81.63796382,78.55034146945694,3.0876223505430573
24.96055806,23.738945549176584,1.221612510823416
20.64215511,22.206888660672213,-1.5647335506722122
67.37379364,63.2341816338774,4.139612006122604
63.39779311,67.79313638681107,-4.395343276811069
71.58313166,73.95965942829439,-2.3765277682943804
69.29338452,64.87934034375544,4.414044176244559
19.26286139,20.954707655580073,-1.6918462655800717
59.91068458,59.782334338456096,0.12835024154390595
39.68585276,35.44161273939274,4.244240020607265
38.61234192,33.72042231678674,4.89191960321326
15.40961226,20.34961083758634,-4.939998577586341
77.30534129,76.33254744857143,0.9727938414285688
45.11829856,43.31741097359031,1.8008875864096865
27.7222881,29.179311547326744,-1.457023447326744
41.93293085,41.83654328183869,0.09638756816130467
26.15677897,28.751477422391346,-2.594698452391345
86.61466002,90.27243600007812,-3.6577759800781138
35.98731646,34.894499377088636,1.0928170829113668
53.93946442,56.46527918813181,-2.5258147681318093
53.64436448,56.127156529909115,-2.482792049909115
85.98373421,83.81110519683902,2.1726290131609716
101.3067592,99.0070362973455,2.2997229026545085
57.02671678,54.69531293582603,2.3314038441739697
22.02791824,22.049231003595374,-0.02131276359537182
13.31411196,17.11009246571094,-3.7959805057109417
22.36126837,17.880186472615215,4.481081897384787
88.95481861,90.16483818752367,-1.210019577523667
41.36442216,37.66141317065237,3.70300898934763
27.83151721,28.226120723462174,-0.3946035134621724
67.02184856,65.05611086542099,1.9657376945790048
57.33572147,55.2627695491818,2.0729519208182055
23.46404147,18.684515386586398,4.779526083413604
100.2238331,100.43569630370328,-0.21186320370328815
27.94442361,28.483500749588078,-0.5390771395880769
49.49430121,47.60437271320915,1.8899284967908514
55.00134282,51.6794164686862,3.321926351313799
29.20548307,30.968776610220747,-1.7632935402207472
17.17958814,21.39848747125763,-4.2188993312576315
24.05718796,20.94445909832571,3.1127288616742916
36.67968046,37.061853024613114,-0.3821725646131142
39.43766564,41.07676775130865,-1.6391021113086524
28.33353421,26.958678865520792,1.374855344479208
91.27307128,90.48695388159213,0.7861173984078675
83.53989468,88.39270289474734,-4.852808214747341
44.75087072,45.763449001693516,-1.0125782816935143
40.01705292,41.424792977224186,-1.4077400572241885
29.18684286,29.575699590767783,-0.3888567307677846
79.69299665,76.20956190581612,3.4834347441838815
88.58598123,87.4768641857678,1.1091170442322067
84.27908048,88.97412589335215,-4.6950454133521475
46.99087409,48.99635928382175,-2.005485193821748
12.91443076,17.223352564629096,-4.308921804629096
65.14285802,62.77205334350736,2.3708046764926465
20.29470932,21.20545941724849,-0.9107500972484921
23.56329142,27.292076074976297,-3.728784654976298
44.11295534,45.442318314409924,-1.329362974409925
25.32060586,29.70398626937588,-4.383380409375878
75.37259586,75.6084317516812,-0.2358358916811909
